Y_CV1,Y_CV2,Y_CV3
-0.46354574830975126,0.12846433813289151,-0.011603795933914893
-2.271921351442355,-0.07340138955641569,0.03536710923607017
-0.4981499174082482,-0.05940674175178879,1.0790065367574107
1.7921304267159328,-0.26850301428949663,-0.9987053646795675
0.843032555943334,-0.21645922861214548,-0.7539424997028662
-0.4996339041415543,-0.44198558110980046,-0.5010112694061887
-0.2781032848370491,0.4010396778418811,-0.1870868632173708
0.48209130869693445,-0.6673010156513137,-0.8042291370296621
0.6107109979663523,0.09586259306565177,-0.039654517013083375
-1.117767412618374,0.4070222008315662,-0.09676937549423124
0.5646641626654578,0.1787647141418562,-0.5559233678976174
-0.2859808245522294,0.22593553872209354,2.6371576214846897
0.35456953273893466,0.609400456574822,-0.3890799216892177
0.7902760999096555,0.3904856265820308,-0.5596309156698632
-0.6443795138768525,-2.144198521543991,0.5052015747015604
0.7366535907564732,-0.17787017099642297,-0.7179702881952074
0.8169040617746836,-0.2088207017184279,-0.7425090707621045
-0.12560331964932991,-0.06037436637030024,-0.23484478522551513
-1.4076562423829897,-0.11568323653816592,0.018923914412056975
0.06339877162133911,-0.1038074282871719,-0.5289146372434401
0.7563919576831265,-0.2379665258562374,-0.7386069392839277
0.915697314746316,-0.5842855977839917,0.18930868016266725
-2.0610415235337385,-0.15030356364075978,-0.038420899945090695
-1.1459067277034856,-0.5279988641688519,0.3232696011582571
-0.586879119570673,-0.022100811389503608,0.45687948886319024
-0.21303440433548038,-0.43541139729933165,1.4777128436495057
0.7340071088912653,-0.49819972825942643,-0.8134963169659558
-0.5515870759969977,0.2815133556541711,-0.2687978486417841
0.1954765863342427,-0.8303035238031143,-0.7847837086093105
-0.5656752429150284,-0.06352945412756994,-0.10484262528986557
-0.3458638609011559,0.6805715616652558,0.21553466994063175
0.28100276874036584,-0.1575465359858955,-0.5465419485826272
-0.5939849757356893,-0.00970869144161578,-0.27282135745494945
-0.5366881590506497,0.22949541100583473,0.6859924011888667
-0.16647212156970723,0.16842732845891703,0.17958471619679706
0.4047137526600147,-0.44499219256812567,-0.7143373334031646
-0.6114294395389565,0.4828888455429485,-0.19482208666356501
0.9000464875750545,-0.3900189853737784,-0.8211417004964272
-0.17890763828314407,0.051517010802942055,-0.1406763791312416
-0.5209514267775729,-0.2009735531966984,0.4304295224703314
-1.6410458488878998,-1.1085801856425535,-0.42808865951206815
-1.9112789636126546,-0.7558994049351779,-0.2569215847805439
-1.9373214762014734,-1.0191447723829945,-0.33002982290410104
0.014452814499555653,0.07626535992748634,-0.25296387373116275
-2.0183690523444175,-0.5589508327350567,-0.17185129947506764
-0.5928531249731258,-0.5768743647144635,1.16751083105478
-1.1370883724253282,-0.5882224769004337,0.829253771426386
0.632881048446568,-1.5473053089552844,-0.18895751366616298
-0.35348453693393284,0.01727827556362793,0.6915802384079706
0.48656342904534305,-0.14146987952671264,-0.6468370904285318
-0.9507663745857078,0.9243254323043386,1.3069862516334632
-0.804608959361773,1.3527006805677206,0.11316432273249302
-0.2954113687606422,0.036329007896987495,-0.40584334905395625
1.1719933169110412,0.225912099625278,-0.700838752786124
-0.5414442404520892,0.8563281777696796,-0.09962345296463551
-0.5979050136126898,1.0053871701593387,-0.041118913320164784
-0.30935802299924436,0.7585736046669883,-0.1847856396885962
-0.15984110686557595,0.7909298994861543,1.4482653110814354
-1.1931295772100199,0.8286655073682719,0.048428274805399164
-0.05487102506860802,0.2543686536853178,-0.3978479681172934
-2.0309071747674343,0.9835498140644159,0.29615757494165945
-0.13966599583177536,0.580254220148284,-0.27919811926564997
3.7438250971757108,-1.3235252509679898,-1.7851021718190547
3.6617671712845046,-1.2821847558647699,-1.75287538322212
0.029246627934574318,0.10894007036575432,4.099764253904248
-0.4437990807999911,0.8379076183270154,-0.12860860888993383
-0.9879172667401843,1.1100974999019149,0.08401832562710151
-0.7580300662038943,0.668092796286351,-0.10439259780460024
0.27220245373439356,0.27394460023777245,-0.47035649834982957
-0.491173812649141,0.8945239128474157,-0.10016704886783614
-0.018762915597921193,0.6978428539204715,-0.2723293399975848
1.8330652087042596,-0.23776033571347718,-0.998724282845754
-0.21008263597607293,0.18617927122270095,-0.38092621032464874
-0.9597079596800191,0.1658809630681848,-0.20286981106248878
0.21750081748301173,0.34948196210640686,-0.4345391781771361
-0.6469684956112475,0.6453519543457917,-0.1379008396375139
0.3491730257707266,0.15290836311963463,-0.525398266939947
-0.6151458821804502,0.8912099825207516,-0.07141294177855438
-0.7878100500370985,0.996773420837138,0.001836907207986043
0.4070562078159551,0.31094376039604427,3.9040048651880492
-0.11147965964290035,0.5498240848323785,-0.29520001551096164
-0.0527915669154236,0.9441897392429013,-0.19039969306786084
-0.3921611121338734,1.0491959362823646,-0.07730431198045434
0.035454954661494294,0.9705627022058634,-0.20362121426298344
-1.2153812135680577,-0.1201449928466645,-0.23177412233335426
-0.5439043801501817,1.002532828519173,-0.05495849238273845
-0.4818489862476513,0.5959463597186038,0.9128487225090302
-0.7908355317382726,0.8361667344128706,-0.04585448558137461
-0.26496672109637065,1.0744764461090008,-0.10020305493191725
-0.013806422692776649,0.6623999871068234,-0.28469243656904725
-1.853410596870081,0.8646139825301876,0.21770960626420013
-0.3523131222367706,0.16004023899817602,-0.35468716564621294
-1.3635753386359162,1.1524060152411397,0.18692039810270997
-0.022361197557023392,0.39566621195984525,-0.3630568330769581
-0.5151593987109687,0.9973844158395758,-0.06340825653825079
-0.3416391818822398,-0.08513342018209516,-0.4313433952402653
0.05098960615366635,0.6708364982582955,-0.29770833954788517
-0.3773700671706945,0.9174114438649358,-0.1205825842042891
-0.19870251200951228,0.632869713875939,-0.24921905660800686
-0.9227838703174726,0.8704968635881375,-0.0038415072178278418
-1.8537771113599832,-0.472574602345171,0.4503489153102266
-1.351866963597157,0.13321940610620805,-0.11876204509172986
-1.182743314882686,-2.4806193364950393,-0.7715699621281431
-1.2531995749285079,0.4488476635431525,0.29225742341844985
-0.7910582578274988,-0.18917016663734373,-0.35488766697814006
-1.0077851165206597,-0.8493249808696595,2.96926087299481
-1.2846019727370075,0.15601476260951663,-0.1101810197992674
-1.458492330024732,-0.36764013609728935,0.027508067966733815
-1.381094245685585,-0.744615030836913,0.10631587503355613
-1.397905201915554,0.13804504083109503,-0.1086753961768232
-0.6057769838000339,-0.34751145573907144,-0.43026944615482193
-0.9821184631931089,-1.1017773379630265,-0.23090495284379256
-0.8586417408639481,-0.22384869414346495,-0.34899264549475933
-1.4522292403613541,-0.11186527013141384,0.10595986931351284
-0.8066136845732274,0.11183386402144978,-0.10461386109369068
0.4054304683398566,0.29017385301934007,-0.49750970679853873
-0.06310654880793148,0.4416672102039379,-0.16945844137625593
-1.2283954397656276,0.10894632299939089,0.1398126742403403
-0.9078012128652369,0.27202297179056684,0.1592963092948106
-0.44805953833674034,0.8547673231536079,0.6719250861945201
