ID,StudyID,Sex,AgeAtScreen,Age_Bin,BodyWeight,BW_Bin,BW_zscore,FRC,Cg,Ettube,EC150,Raw_mean,Raw_std,Raw_min,Raw_max,Iaw_mean,Iaw_std,Iaw_min,Iaw_max,Rti_mean,Rti_std,Rti_min,Rti_max,Iti_mean,Iti_std,Iti_min,Iti_max,Cti_mean,Cti_std,Cti_min,Cti_max,Eti,ResNorm_mean,ResNorm_std,ResNorm_min,ResNorm_max,gest_nanCount_PM,gest_nanCount_O3,gest_nanCount_NO2,gest_nanCount_Temp,gest_countPMsensitive,gest_countPMunhealthy,gest_countO3sensitive,gest_countO3unhealthy,gest_countNO2sensitive,gest_countNO2unhealthy,gest_countTempsensitive,gest_countTempunhealthy,gest_avgPM,gest_avgO3,gest_avgNO2,gest_avgTemp,gest_AUCPM,gest_AUCO3,gest_AUCNO2,gest_AUCTemp,neonatal_nanCount_PM,neonatal_nanCount_O3,neonatal_nanCount_NO2,neonatal_nanCount_Temp,neonatal_countPMsensitive,neonatal_countPMunhealthy,neonatal_countO3sensitive,neonatal_countO3unhealthy,neonatal_countNO2sensitive,neonatal_countTempsensitive,neonatal_countTempunhealthy,neonatal_avgPM,neonatal_avgO3,neonatal_avgNO2,neonatal_avgTemp,neonatal_AUCPM,neonatal_AUCO3,neonatal_AUCNO2,neonatal_AUCTemp,infancy_nanCount_PM,infancy_nanCount_O3,infancy_nanCount_NO2,infancy_nanCount_Temp,infancy_countPMsensitive,infancy_countPMunhealthy,infancy_countO3sensitive,infancy_countO3unhealthy,infancy_countNO2sensitive,infancy_countNO2unhealthy,infancy_countTempsensitive,infancy_countTempunhealthy,infancy_avgPM,infancy_avgO3,infancy_avgNO2,infancy_avgTemp,infancy_AUCPM,infancy_AUCO3,infancy_AUCNO2,infancy_AUCTemp,postnatal_nanCount_PM,postnatal_nanCount_O3,postnatal_nanCount_NO2,postnatal_nanCount_Temp,postnatal_countPMsensitive,postnatal_countPMunhealthy,postnatal_countO3sensitive,postnatal_countO3unhealthy,postnatal_countNO2sensitive,postnatal_countNO2unhealthy,postnatal_countTempsensitive,postnatal_countTempunhealthy,postnatal_avgPM,postnatal_avgO3,postnatal_avgNO2,postnatal_avgTemp,postnatal_AUCPM,postnatal_AUCO3,postnatal_AUCNO2,postnatal_AUCTemp,postnatal_totalhours,PFTpre_7d_nanCount_PM,PFTpre_7d_nanCount_O3,PFTpre_7d_nanCount_NO2,PFTpre_7d_nanCount_Temp,PFTpre_7d_countPMsensitive,PFTpre_7d_countPMunhealthy,PFTpre_7d_countO3sensitive,PFTpre_7d_countO3unhealthy,PFTpre_7d_countNO2sensitive,PFTpre_7d_countNO2unhealthy,PFTpre_7d_countTempsensitive,PFTpre_7d_countTempunhealthy,PFTpre_7d_avgPM,PFTpre_7d_avgO3,PFTpre_7d_avgNO2,PFTpre_7d_avgTemp,PFTpre_7d_AUCPM,PFTpre_7d_AUCO3,PFTpre_7d_AUCNO2,PFTpre_7d_AUCTemp,PFTpre_30d_nanCount_PM,PFTpre_30d_nanCount_O3,PFTpre_30d_nanCount_NO2,PFTpre_30d_nanCount_Temp,PFTpre_30d_countPMsensitive,PFTpre_30d_countPMunhealthy,PFTpre_30d_countO3sensitive,PFTpre_30d_countO3unhealthy,PFTpre_30d_countNO2sensitive,PFTpre_30d_countNO2unhealthy,PFTpre_30d_countTempsensitive,PFTpre_30d_countTempunhealthy,PFTpre_30d_avgPM,PFTpre_30d_avgO3,PFTpre_30d_avgNO2,PFTpre_30d_avgTemp,PFTpre_30d_AUCPM,PFTpre_30d_AUCO3,PFTpre_30d_AUCNO2,PFTpre_30d_AUCTemp
A2EC0,A,F,1880,5,8.02,8,0.633693777294787,0.5429,0.0005602,5.5,0.8849,18.53179,0.4084127363614192,17.8752,19.1484,0.169641,0.011461099859961082,0.15512,0.1834,1.47458,0.05725162394591478,1.3961,1.5997,0.0015582329999999998,0.001501930925515847,1e-05,0.0035175,0.00801156,0.0007725410570894525,0.0068109,0.0091809,124.8196356265197,0.0849466413041283,0.013042955539740617,0.06812013036029015,0.1008616090684395,210,288,1424,489,508,20,38,0,146,0,0,0,7.63796320981072,0.0231030492785189,0.00493173039022467,54.3861319124424,28650.0,84.8575,12.5118,188828.65,167,184,184,141,35,0,33,0,11,8,0,6.95487364620939,0.0286335195530726,0.0047219739292365,66.6298793103448,3853.0,15.3762,2.5357,38645.33,441,399,361,60,697,42,468,22,358,2,314,0,7.30593421052631,0.0271289322166972,0.00522192708333333,60.7838604184939,55525.1,207.3193,40.1044,485115.99,2583,3245,4342,709,6061,1252,2414,90,1497,4,1957,65,9.24783672951243,0.02668529467953,0.00452075087667675,62.1464527605153,393384.4788,1117.4734,184.351700000001,2760048.26,45121,0,7,7,0,1,0,32,3,5,0,41,9,1.84638343195266,0.0327512345679012,0.00455679012345679,79.2175147928994,312.0388,5.3057,0.7382,13387.76,8,30,30,0,8,0,63,3,5,0,71,10,3.46055932678822,0.0291995658465991,0.00385267727930535,71.8935922330097,2467.3788,20.1769,2.6622,51835.28
1EE13,A,F,1931,5,6.79,7,-1.67562428694249,0.4227,0.0004362,5.0,17.822242,17.379710000000003,0.16355123865830767,17.113,17.5966,0.175328,0.00845315036605354,0.1646,0.1859,2.5472300000000003,0.13374328685125764,2.3669,2.7014,1.06179e-05,9.371838963381497e-07,1e-05,1.2826e-05,0.0059119,0.0004107784831539041,0.0053333,0.0064904,169.15035775300663,0.06327327520367687,0.00479002910549714,0.055398721167538315,0.07096785042661019,210,288,1424,489,474,20,54,0,115,0,0,0,7.47310050653159,0.0236835556765586,0.00468450926290894,55.0403600230415,28031.6,86.9896999999999,11.8846,191100.13,166,184,184,141,38,0,55,0,14,41,0,7.49189189189189,0.0292908752327747,0.00509590316573557,69.3386034482759,4158.0,15.7292,2.7365,40216.39,441,410,366,60,660,41,448,22,354,2,290,0,7.22730263157895,0.0270980212291967,0.00516093811074919,60.6883084826463,54927.5,206.785,39.6102,484353.39,2606,3297,4394,709,5947,1264,2508,90,1491,4,2144,72,9.12819262671757,0.0266539560490615,0.00450429072012589,62.4998718117277,399258.0173,1147.3995,188.959500000001,2852244.15,46345,0,8,8,0,32,2,12,0,0,0,30,0,9.83359349112426,0.0249527950310559,0.00430434782608696,76.1532544378698,1661.8773,4.0174,0.693,12869.9,21,31,31,0,76,14,73,0,0,0,123,0,9.144539,0.0273786956521739,0.00430159420289855,75.411705963939,6401.1773,18.8913,2.9681,54371.84
A9DB1,A,F,1881,5,7.55,8,-0.127009778864363,0.4958,0.0005116,5.5,2.536489,14.080969999999999,0.1127352458934944,13.9219,14.2296,0.15588300000000002,0.002781366770332728,0.15318,0.16048,2.40475,0.11701843397041728,2.2577,2.5571,0.0012323065,0.0010457480886911373,1.0002e-05,0.0024535,0.00638417,0.0001982221708084139,0.0061446,0.0067628,156.63743290043968,0.05302925191349317,0.0015321737797275511,0.0511008337566375,0.05557834114043704,220,298,1434,499,419,18,54,0,114,0,0,0,6.88484362469928,0.023764701064701,0.00463114364859517,55.0903264009243,25756.2,87.0500999999999,11.7029,190722.71,157,175,175,132,36,0,71,0,15,53,0,7.26950354609929,0.030209706959707,0.00524029304029304,70.6421392190153,4100.0,16.4945,2.8612,41608.22,441,410,366,60,594,35,432,22,352,2,278,0,6.77446052631579,0.0270489319879439,0.00512865146579805,60.5945244956772,51485.9,206.4104,39.3624,483604.9,2575,3237,4334,700,5921,1229,2398,90,1490,4,1974,65,9.11401665727037,0.026644554738952,0.00451485873906547,62.1853378332772,387983.6891,1116.62,184.255900000001,2763827.34,45145,1,7,7,0,0,0,0,0,0,0,17,0,3.56600654761905,0.0215351851851852,0.00358024691358025,73.2018934911243,599.0891,3.4887,0.58,12371.12,8,30,30,0,6,0,42,3,5,0,73,9,4.65482342215989,0.0267895803183792,0.00380709117221418,72.9079334257975,3318.8891,18.5116,2.6307,52566.62
637AC,A,F,1878,5,6.92,7,-1.11810003966369,0.4349,0.0004488,5.0,15.498637,16.640320000000003,0.7322966882046892,15.8054,17.7817,0.172356,0.012000480731111474,0.16198,0.19542,3.9110500000000004,0.618450012800819,2.8734,4.6418,0.0006928776000000002,0.001145433147078354,1e-05,0.0028012,0.00500935,0.0003552278744380539,0.004373,0.0055199,199.62669807460048,0.15780542217641186,0.0613224394356292,0.08613452669029042,0.2622649765686364,275,350,1486,553,401,14,54,0,113,0,0,0,6.93695062398264,0.0237399889227361,0.00467022222222222,55.3008773474178,25569.6,85.7250999999999,11.5588,188465.39,100,122,122,76,36,0,71,0,15,53,0,7.1304347826087,0.0297337228714524,0.00519632721202003,70.7390852713178,4428.0,17.8105,3.1126,45626.71,442,412,368,60,609,30,445,22,352,2,279,0,6.83209632846427,0.0271262681871805,0.00511450540857553,60.5726350081443,51917.1,206.9463,39.2436,483430.2,2517,3181,4278,644,5986,1241,2398,90,1490,4,1974,65,9.19757235407462,0.0266441659505395,0.00451476406422358,62.1836064282339,391411.8891,1116.1774,184.179800000001,2762755.45,45073,1,7,7,0,0,0,0,0,0,0,17,0,3.56600654761905,0.0215351851851852,0.00358024691358025,73.2018934911243,599.0891,3.4887,0.58,12371.12,8,30,30,0,6,0,42,3,5,0,73,9,4.35832973352034,0.0267895803183792,0.00380709117221418,72.9079334257975,3107.4891,18.5116,2.6307,52566.62
A3D92,A,F,1551,4,4.46,4,-2.91231418864556,0.2247,0.0002319,4.5,0.152493,21.94222,0.592050536131277,21.1007,22.6913,0.21452300000000002,0.008418601163824993,0.1998,0.2239,4.29222,0.5033594712860118,3.6139,4.9859,1.00394e-05,7.842221907370676e-08,1e-05,1.0251e-05,0.0029661600000000002,6.773673219818693e-05,0.0028704,0.0031105,337.13623000782155,0.08855698215840209,0.007972838544284933,0.08085066968880811,0.10210890824829572,365,219,187,60,475,38,78,11,253,2,40,0,7.93047830923248,0.0239332442544094,0.00543081611022787,54.6971776467573,28518.0,89.5581999999999,20.4959,213373.69,13,34,34,0,24,1,16,0,25,0,0,5.73305084745763,0.0311037845705968,0.00394279475982533,54.2480998613037,4059.0,21.3683,2.7087,39112.88,1103,925,1884,354,1177,160,536,9,271,0,414,34,9.16839146728164,0.0255086846543001,0.00458390449894429,63.0414101730194,63610.3,181.5198,28.2231,484599.32,1984,2706,3837,508,5313,1209,1994,65,1155,2,1564,55,9.46713284810305,0.026879005764941,0.00430371390918894,61.9475627093717,333631.2287,927.8364,143.6924,2274528.66,37225,1,7,7,0,1,0,0,0,1,0,0,0,2.23112321428571,0.0330802469135802,0.00292716049382716,63.2315976331361,374.8287,5.359,0.4742,10686.14,5,72,138,0,8,1,30,0,4,0,12,0,4.25255405027933,0.0330725731895223,0.00291698113207547,66.6725936199723,3044.8287,21.4641,1.7006,48070.94
F18AE,A,M,1420,4,5.01,5,-2.01152755046212,0.2676,0.0002762,4.5,4.377662,19.24219,0.42583041081841266,18.2562,19.6428,0.194355,0.005225801905502689,0.18245,0.19984,3.71262,0.23834212011774641,3.296,4.0864,0.0007548714999999999,0.0010926824718114844,1.0167e-05,0.0033505,0.00320822,0.0001268059655098643,0.0030002,0.0034282,311.6993223656732,0.056327776316741816,0.0029705637014489053,0.0527229992241888,0.061157081987465486,366,217,191,60,458,38,51,11,237,2,20,0,7.66397774687065,0.0242016025641025,0.00526954907161803,53.48758267111,27552.0,90.6107999999999,19.8662,208655.06,10,30,30,0,32,1,44,0,9,0,0,6.15611814345992,0.0336826338639653,0.00292272069464544,58.0773092926491,4377.0,23.2747,2.0196,41873.74,1198,926,1884,354,1214,161,505,9,273,0,414,34,9.26394856057285,0.0252804919184821,0.00462254344648368,62.6341069337844,63393.2,179.8707,28.461,481468.38,1964,2527,3494,508,5306,1210,1935,65,1100,2,1552,55,10.1329040694959,0.0265212366102554,0.00436000261549024,62.4089321776427,325438.48,836.8511,133.3594,2095255.08,34081,1,78,7,0,26,0,0,0,12,0,0,0,6.44869047619048,0.0173681318681319,0.00581975308641975,56.0284023668639,1083.38,1.5805,0.9428,9468.8,3,103,30,0,172,12,0,0,35,0,0,0,9.66459610027855,0.0152886731391586,0.00615745296671491,49.7311234396671,6939.18,9.4484,4.2548,35856.14
41845,A,M,1551,4,8.68,9,1.57582100888551,0.6114,0.0006309,5.5,4.532158,14.553980000000001,0.22677359634666455,14.2697,14.8236,0.17647,0.00433303845150516,0.17023,0.18146,2.01256,0.057617323783737115,1.9207,2.0854,0.0013243486000000001,0.0010771534613144035,1.0083e-05,0.00255,0.005553979999999999,0.0002707234866468408,0.0052812,0.0061226,180.05106248131972,0.062062651609387245,0.002300726050895748,0.05826199580704605,0.06580728599286247,366,217,191,60,349,28,49,11,237,2,19,0,6.57563282336579,0.0242268963675213,0.00525188328912466,53.3510766470136,23639.4,90.7054999999999,19.7996,208122.55,10,30,30,0,32,1,52,0,10,0,0,6.22925457102672,0.0338402315484805,0.0029684515195369,58.4424549237171,4429.0,23.3836,2.0512,42137.01,1198,926,1884,354,1222,161,497,9,272,0,414,34,9.40990793511618,0.0252359100491918,0.00462202371284716,62.5667009236373,64392.0,179.5535,28.4578,480950.23,1984,2702,3833,508,5387,1212,2015,65,1138,2,1588,56,9.67680564115661,0.0268566462937752,0.00429935014374702,62.1022371108751,341020.3076,927.172,143.5639,2280207.84,37225,1,7,7,0,7,0,22,0,0,0,24,1,7.32564107142857,0.0293981481481481,0.00400987654320988,72.252899408284,1230.7077,4.7625,0.6496,12210.74,7,72,138,0,14,1,44,0,4,0,36,1,4.03796582633053,0.0320428351309707,0.00346020583190395,69.1191955617198,2883.1076,20.7958,2.0173,49834.94
18FBE,A,M,1456,4,7.02,7,0.165202324123607,0.4444,0.0004586,5.0,5.792558,15.580360000000002,0.21229932851728195,15.227,15.7951,0.178277,0.009033825386352737,0.16544,0.19037,2.5922099999999997,0.09883670539497635,2.481,2.8233,0.0015314608,0.0014640926638598316,1.0006e-05,0.0043125,0.00471567,0.0002871646064929002,0.0042862,0.0051701,212.05894390404757,0.0654376546804604,0.004128370507734435,0.05711045456179309,0.07280345738894972,369,212,186,60,453,38,35,4,228,2,0,0,7.33569042316258,0.0242558015470792,0.00513128476821191,52.5075416559856,26349.8,90.9349999999999,19.3706,204831.92,7,34,30,0,26,1,89,0,9,0,0,6.57843137254902,0.0371844250363901,0.002694500723589,58.1926352288488,4697.0,25.5457,1.8619,41956.89,1205,922,1884,354,1148,161,454,9,274,0,414,34,8.95174078408426,0.0248481528304537,0.00465666720805587,62.5324586965006,61194.1,176.894,28.6711,480687.01,1969,2565,3630,508,4936,1201,1926,65,1122,2,1552,55,9.58849272501214,0.0265327300802965,0.00435862046942361,62.1151058454569,316190.1361,859.129799999999,136.4902,2139057.9,34945,1,7,7,0,5,0,0,0,2,0,0,0,4.44211964285714,0.0318364197530864,0.00378024691358025,51.6189349112426,746.2761,5.1575,0.6124,8723.6,5,30,87,0,36,0,0,0,13,0,0,0,3.8341844972067,0.0289102749638205,0.0039686119873817,53.6064909847434,2745.2761,19.977,2.5161,38650.28
5702A,A,M,1449,4,5.71,6,-1.35109510304871,0.3258,0.0003362,5.0,5.435089,15.795370000000002,0.2122697133889389,15.4893,16.0238,0.187323,0.005299744333456095,0.1799,0.19453,2.4051099999999996,0.34153349420908435,2.0637,3.2685,0.0034917750000000003,0.0012554464472073492,0.00020775,0.0045711,0.00258063,6.326009888635264e-05,0.0025019,0.0026838,387.5022765758749,0.037383853065361065,0.0028616638043495873,0.033945075358167466,0.04217249614631205,369,203,186,60,449,38,39,4,231,2,0,0,7.38758351893096,0.0242596061734965,0.00516320529801324,52.5323455524224,26536.2,91.1676,19.4911,204928.68,6,34,30,0,23,1,95,0,5,0,0,6.6013986013986,0.0388822416302766,0.00235151953690304,57.3094174757281,4720.0,26.7121,1.6249,41320.09,1217,922,1884,354,1198,161,444,9,274,0,414,34,9.02907385697538,0.0247557100716393,0.00466702939743381,62.4118602835957,61614.4,176.2359,28.7349,479759.97,1968,2558,3623,508,5095,1202,1922,65,1118,2,1552,55,9.76020571184736,0.0265233588876129,0.00436030365282148,62.1372896787183,320222.5892,854.5561,135.8409,2129382.78,34777,1,7,7,0,1,0,0,0,5,0,0,0,3.56362619047619,0.0299216049382716,0.00486543209876543,53.2197633136095,598.6892,4.8473,0.7882,8994.14,5,30,93,0,38,1,0,0,19,0,0,0,3.95389553072626,0.0281033285094067,0.00427531847133758,53.8057142857143,2830.9892,19.4194,2.6849,38793.92
1F9BA,A,M,1505,4,5.73,6,-1.65942217581344,0.3275,0.000338,5.0,2.646964,16.843719999999998,0.47854527662257546,16.1583,17.5843,0.158825,0.007348403076708418,0.15082,0.17123,3.63442,0.1993231591606399,3.3327,3.9304,1.2749900000000001e-05,4.6196144006952696e-06,1.0001e-05,2.4527e-05,0.004376629999999999,0.00014247916845786432,0.0042016,0.004587,228.48630110381734,0.10041711853001312,0.008776203440819261,0.09238696967972174,0.12007649006502505,264,181,185,60,459,37,95,0,181,2,0,0,7.70976467406005,0.0264026984126984,0.00463503707627118,51.7792027685208,28503.0,99.8022,17.5019,201990.67,6,43,37,0,27,0,87,0,7,10,0,6.67552447552448,0.0353560471976401,0.00231681286549708,63.1345769764216,4773.0,23.9714,1.5847,45520.03,1230,914,1913,354,1035,142,405,9,270,0,404,34,8.09083834972838,0.0245505261680932,0.00468996409921671,61.9232067126318,55106.7,174.9716,28.7401,476003.69,1973,2652,3787,508,5027,1117,1906,65,1125,2,1564,55,9.28210591249853,0.0266299829693149,0.00433558792602216,62.1561356807907,316965.3527,891.2789,140.1869,2213566.46,36121,3,7,7,0,1,0,0,0,1,0,0,0,3.71067891566265,0.0321827160493827,0.00323827160493827,65.1072189349112,615.9727,5.2136,0.5246,11003.12,7,72,138,0,8,1,30,0,4,0,12,0,4.61581610644258,0.0323090909090909,0.00312246998284734,67.6285159500694,3295.6927,20.9686,1.8204,48760.16
BB128,A,M,1501,4,6.07,6,-1.23138258141298,0.3571,0.0003686,5.0,6.886824,16.419289999999997,0.06448688841755155,16.3399,16.5231,0.17422299999999996,0.002261956134754948,0.17097,0.17726,3.35714,0.0731574587979776,3.2473,3.5123,1.00234e-05,5.2580520262841535e-08,1e-05,1.0168e-05,0.00407717,8.018351243657686e-05,0.0039543,0.0042096,245.26816394705153,0.06722041716955736,0.004788324067333356,0.06239979721275746,0.07386164688241402,169,182,186,60,448,36,116,0,177,2,0,0,7.31872362869198,0.0267227044191585,0.00455753642384106,51.6871827736477,27752.6,100.9851,17.2047,201631.7,8,44,80,2,27,0,66,0,7,10,0,6.70406732117812,0.0340788774002954,0.00234461778471139,63.7474269819193,4780.0,23.0714,1.5029,45834.4,1227,916,1903,352,1044,154,413,9,272,0,404,34,8.01378045201057,0.0245937824561403,0.00470534376018247,61.8898088177917,54605.9,175.2307,28.8814,475870.74,1972,2648,3783,508,4710,1137,1885,65,1125,2,1564,55,8.89558255366634,0.026590646253408,0.00434322002357175,62.1748982177548,302921.2727,887.516,140.0341,2208265.86,36025,3,7,7,0,1,0,0,0,1,0,0,0,3.71067891566265,0.0321827160493827,0.00323827160493827,65.1072189349112,615.9727,5.2136,0.5246,11003.12,7,72,138,0,8,1,30,0,4,0,12,0,4.71956960784314,0.0323090909090909,0.00312246998284734,67.6285159500694,3369.7727,20.9686,1.8204,48760.16
3C947,A,F,1523,4,6.23,6,0.11201352868197,0.3714,0.0003833,5.0,8.372,17.275420000000004,0.34049254454229794,16.7182,17.7766,0.170087,0.010174828472482687,0.15854,0.18519,3.6003700000000003,0.09825938518929264,3.4585,3.7513,0.0019507448999999996,0.0016697865887576073,1.012e-05,0.0041325,0.00464994,0.00024286321344420275,0.0042877,0.0050142,215.05653836393589,0.051731639309466206,0.005512686376331765,0.045362646892645714,0.060575885996434556,154,183,187,60,431,37,118,0,176,2,0,0,7.26834778040452,0.0268098729486501,0.00454114997350291,51.669820558831,27670.6,101.2877,17.1383,201563.97,8,44,103,2,26,0,64,0,7,10,0,6.64095371669004,0.0338830132939439,0.00229223300970874,63.9252990264256,4735.0,22.9388,1.4166,45962.29,1227,916,1880,352,1218,161,413,9,272,0,404,34,9.13611681831523,0.0246154666666667,0.0047005031650706,61.8559890753024,62253.5,175.3852,28.9598,475610.7,1978,2670,3805,508,5063,988,1927,66,1130,2,1612,61,8.94307334490238,0.0266128973231414,0.00433546476120681,62.3239159384103,309206.7609,901.7248,141.977800000001,2246465.55,36553,3,7,7,0,1,0,13,1,5,0,18,5,1.87542590361446,0.0262679012345679,0.00392222222222222,75.3086390532545,311.3207,4.2554,0.6354,12727.16,9,30,30,0,11,0,44,1,6,0,48,6,4.98429873595506,0.029208972503618,0.00369696092619392,70.002718446602,3548.8207,20.1834,2.5546,50471.96
B8A0E,A,M,1450,4,6.57,7,-0.334340409566092,0.4023,0.0004151,5.0,13.246923,15.895239999999998,0.15003171664684753,15.6426,16.1224,0.18160699999999996,0.005145783710961821,0.17332,0.1887,2.5777200000000002,0.12482592145330498,2.3778,2.7625,0.0006103332,0.0009881019913372416,1.0081e-05,0.0023783,0.00454419,0.00023750459855197186,0.0041977,0.0048472,220.06122103169102,0.07505899469646192,0.004048901977997069,0.06945533555051664,0.08059274248904985,154,184,188,60,455,37,123,0,174,2,0,0,7.59548200682952,0.0271230076780514,0.00449644844950967,51.665108946424,28916.0,102.4436,16.9651,201545.59,25,44,158,2,25,0,61,0,6,12,0,6.45114942528736,0.033319940915805,0.00221989342806394,65.0319888734353,4490.0,22.5576,1.2498,46758.0,1215,916,1824,352,1211,161,411,9,272,0,402,34,9.10298857310284,0.0246115649122807,0.00469348560398906,61.717549746391,62137.0,175.3574,29.1794,474546.24,1964,2555,3624,508,5322,1210,1845,65,1120,2,1552,55,9.94800809452751,0.0263749271227439,0.00438624627128974,62.0838882570787,326662.7418,850.4859,136.75,2129042.78,34801,1,7,7,0,0,0,8,0,3,0,0,0,5.77643928571428,0.0328308641975309,0.00316234567901235,57.4055621301775,970.4418,5.3186,0.5123,9701.54,3,30,30,0,1,0,23,0,8,0,0,0,4.1517295264624,0.0316301013024602,0.00362445730824891,55.469653259362,2980.9418,21.8564,2.5045,39993.62
41549,A,M,1419,4,4.72,5,-2.35045598205356,0.2447,0.0002525,4.5,32.0,19.931550000000005,0.4164309660009021,19.2835,20.444,0.20727299999999999,0.01108284465088073,0.19263,0.22114,3.8703000000000003,0.45115812453432924,3.275,4.3756,1.10155e-05,2.0599822140548253e-06,1e-05,1.6593e-05,0.00406287,0.00035245567743413586,0.0035443,0.0045411,246.1314292605966,0.08330323743954404,0.01863698829377925,0.06376995554094694,0.1079411973491621,154,184,188,60,455,37,132,0,175,2,0,0,7.60231153138955,0.0272378077839555,0.00448401802279353,51.6541604716739,28942.0,102.8772,16.9182,201502.88,49,44,158,2,25,0,60,0,7,16,0,6.4375,0.0330257016248154,0.00236571936056838,65.5369401947149,4326.0,22.3584,1.3319,47121.06,1192,916,1824,352,1216,161,403,9,270,0,398,34,9.08942911373923,0.0246090245614035,0.004685861347917,61.6830836259592,62253.5,175.3393,29.132,474281.23,1961,2524,3593,508,5325,1210,1813,65,1111,2,1552,55,10.0904715883599,0.0262490787429043,0.00440513721113446,62.226694387314,323863.7761,827.7122,134.1981,2087643.37,34057,1,7,7,0,5,0,0,0,2,0,0,0,4.44211964285714,0.0318364197530864,0.00378024691358025,51.6189349112426,746.2761,5.1575,0.6124,8723.6,5,30,87,0,36,0,0,0,13,0,0,0,3.8341844972067,0.0289102749638205,0.0039686119873817,53.6064909847434,2745.2761,19.977,2.5161,38650.28
98410,A,M,1354,4,6.81,7,0.520392322399275,0.4245,0.0004381,5.0,3.42953,16.16966,0.0703214871540377,16.0315,16.2638,0.19307700000000003,0.00610022595209937,0.18389,0.19895,2.4417400000000002,0.12227839093187684,2.3257,2.6687,1.4929599999999998e-05,1.2713517191468998e-05,1e-05,5.0228e-05,0.00499212,0.0002234229163616741,0.0047017,0.0053679,200.31569753932197,0.0692472749497109,0.0019127646827134216,0.06586998585107127,0.07288735658551077,156,186,184,60,397,31,175,0,142,0,9,0,7.36373193166886,0.0287729006622517,0.0040277468890654,52.7817046911048,28019.0,108.6177,15.2128,205901.43,317,50,159,2,25,0,57,0,6,29,0,7.04455445544554,0.0303399403874814,0.00318718861209964,67.3260917941586,2846.0,20.3581,1.7912,48407.46,926,902,1824,352,1200,161,402,9,266,0,376,34,8.79755446240337,0.0248028715506373,0.00470469679909924,61.3619495383015,62594.6,177.0677,29.2491,471812.03,1948,2446,3423,508,5218,1209,1770,65,1080,2,1543,55,10.2900769255949,0.0260833283418189,0.00444536355506639,62.5322557754227,314351.56,783.8301,129.2445,2000344.33,32497,1,78,7,0,26,0,0,0,12,0,0,0,6.44869047619048,0.0173681318681319,0.00581975308641975,56.0284023668639,1083.38,1.5805,0.9428,9468.8,3,103,30,0,143,12,0,0,35,0,0,0,8.24075208913649,0.0152886731391586,0.00615745296671491,49.7311234396671,5916.86,9.4484,4.2548,35856.14
4D86E,A,M,1472,4,7.28,7,0.379497532949294,0.4693,0.0004844,5.0,3.763558,17.11459,0.6540246859934946,16.3935,18.1046,0.158532,0.016338463004007858,0.14267,0.183,2.0875100000000004,0.29977344204508105,1.6167,2.5773,0.0005565962000000001,0.0008132935044250357,1e-05,0.0020839,0.00551527,0.0006203319094556469,0.0045304,0.0062098,181.31478603948673,0.08142850568838608,0.015649295795300146,0.06713465788968415,0.10773284810449199,156,188,201,60,384,31,182,0,141,0,10,0,7.32667542706965,0.0291708984892658,0.00392954787234043,53.2686849525763,27878.0,110.0618,14.7751,207801.14,328,48,138,2,16,0,51,0,7,28,0,6.18575063613232,0.0286206537890045,0.00349296740994854,67.5210292072323,2431.0,19.2617,2.0364,48547.62,915,902,1824,352,1219,161,404,9,265,0,376,34,8.99712321077743,0.0249686930942709,0.00469198970564581,61.4401846794122,64113.5,178.2515,29.1701,472413.58,1967,2606,3728,508,5110,1058,1819,65,1118,2,1554,55,9.27802268149391,0.0264383338935917,0.00438376000759471,62.1426742482983,309533.3927,865.1416,138.5312,2163870.06,35329,3,7,7,0,1,0,0,0,1,0,0,0,3.71067891566265,0.0321827160493827,0.00323827160493827,65.1072189349112,615.9727,5.2136,0.5246,11003.12,7,72,138,0,8,1,30,0,4,0,12,0,4.71956960784314,0.0323090909090909,0.00312246998284734,67.6285159500694,3369.7727,20.9686,1.8204,48760.16
B3B64,A,F,1345,4,6.3,6,1.39623393763527,0.3777,0.0003898,4.5,4.060179,20.33439,0.5945263669510379,19.1901,21.105,0.19241800000000003,0.011556773675112693,0.17927,0.21645,2.91239,0.11239308450453903,2.7206,3.0731,0.002526657,0.0021006684641272856,1.002e-05,0.0054898,0.004810550000000001,0.00023910435773713724,0.0044571,0.0050776,207.87643824510707,0.07333315777445167,0.01497779245514107,0.05687710537451116,0.10510451634586618,159,189,270,62,371,31,182,0,137,0,10,0,7.31115202524987,0.0292077677624602,0.00393104849634246,53.46828930495,27797.0,110.1717,14.5095,208472.86,328,50,69,0,16,0,56,0,7,42,0,5.94656488549618,0.0281327868852459,0.0036090490797546,69.1915533980582,2337.0,18.8771,2.3531,49887.11,912,899,1824,352,1054,86,399,9,265,0,362,34,8.10946836863515,0.0250114253710445,0.00467632298536272,61.2920925998179,57812.4,178.6316,29.0727,471274.9,1945,2434,3324,506,4419,1119,1763,65,1080,2,1542,55,9.51911128691984,0.0260462056488089,0.00445591048796492,62.5399323367426,288771.76,777.4011,129.0298,1987206.35,32281,1,78,7,0,26,0,0,0,12,0,0,0,6.44869047619048,0.0173681318681319,0.00581975308641975,56.0284023668639,1083.38,1.5805,0.9428,9468.8,3,103,30,0,172,12,0,0,35,0,0,0,9.66459610027855,0.0152886731391586,0.00615745296671491,49.7311234396671,6939.18,9.4484,4.2548,35856.14
