ID,StudyID,Sex,AgeAtScreen,Age_Bin,BodyWeight,BW_Bin,BW_zscore,FRC,Cg,Ettube,EC150,Raw_mean,Raw_std,Raw_min,Raw_max,Iaw_mean,Iaw_std,Iaw_min,Iaw_max,Rti_mean,Rti_std,Rti_min,Rti_max,Iti_mean,Iti_std,Iti_min,Iti_max,Cti_mean,Cti_std,Cti_min,Cti_max,Eti,ResNorm_mean,ResNorm_std,ResNorm_min,ResNorm_max,gest_nanCount_PM,gest_nanCount_O3,gest_nanCount_NO2,gest_nanCount_Temp,gest_countPMsensitive,gest_countPMunhealthy,gest_countO3sensitive,gest_countO3unhealthy,gest_countNO2sensitive,gest_countNO2unhealthy,gest_countTempsensitive,gest_countTempunhealthy,gest_avgPM,gest_avgO3,gest_avgNO2,gest_avgTemp,gest_AUCPM,gest_AUCO3,gest_AUCNO2,gest_AUCTemp,neonatal_nanCount_PM,neonatal_nanCount_O3,neonatal_nanCount_NO2,neonatal_nanCount_Temp,neonatal_countPMsensitive,neonatal_countPMunhealthy,neonatal_countO3sensitive,neonatal_countO3unhealthy,neonatal_countNO2sensitive,neonatal_countTempsensitive,neonatal_countTempunhealthy,neonatal_avgPM,neonatal_avgO3,neonatal_avgNO2,neonatal_avgTemp,neonatal_AUCPM,neonatal_AUCO3,neonatal_AUCNO2,neonatal_AUCTemp,infancy_nanCount_PM,infancy_nanCount_O3,infancy_nanCount_NO2,infancy_nanCount_Temp,infancy_countPMsensitive,infancy_countPMunhealthy,infancy_countO3sensitive,infancy_countO3unhealthy,infancy_countNO2sensitive,infancy_countNO2unhealthy,infancy_countTempsensitive,infancy_countTempunhealthy,infancy_avgPM,infancy_avgO3,infancy_avgNO2,infancy_avgTemp,infancy_AUCPM,infancy_AUCO3,infancy_AUCNO2,infancy_AUCTemp,postnatal_nanCount_PM,postnatal_nanCount_O3,postnatal_nanCount_NO2,postnatal_nanCount_Temp,postnatal_countPMsensitive,postnatal_countPMunhealthy,postnatal_countO3sensitive,postnatal_countO3unhealthy,postnatal_countNO2sensitive,postnatal_countNO2unhealthy,postnatal_countTempsensitive,postnatal_countTempunhealthy,postnatal_avgPM,postnatal_avgO3,postnatal_avgNO2,postnatal_avgTemp,postnatal_AUCPM,postnatal_AUCO3,postnatal_AUCNO2,postnatal_AUCTemp,postnatal_totalhours,PFTpre_7d_nanCount_PM,PFTpre_7d_nanCount_O3,PFTpre_7d_nanCount_NO2,PFTpre_7d_nanCount_Temp,PFTpre_7d_countPMsensitive,PFTpre_7d_countPMunhealthy,PFTpre_7d_countO3sensitive,PFTpre_7d_countO3unhealthy,PFTpre_7d_countNO2sensitive,PFTpre_7d_countNO2unhealthy,PFTpre_7d_countTempsensitive,PFTpre_7d_countTempunhealthy,PFTpre_7d_avgPM,PFTpre_7d_avgO3,PFTpre_7d_avgNO2,PFTpre_7d_avgTemp,PFTpre_7d_AUCPM,PFTpre_7d_AUCO3,PFTpre_7d_AUCNO2,PFTpre_7d_AUCTemp,PFTpre_30d_nanCount_PM,PFTpre_30d_nanCount_O3,PFTpre_30d_nanCount_NO2,PFTpre_30d_nanCount_Temp,PFTpre_30d_countPMsensitive,PFTpre_30d_countPMunhealthy,PFTpre_30d_countO3sensitive,PFTpre_30d_countO3unhealthy,PFTpre_30d_countNO2sensitive,PFTpre_30d_countNO2unhealthy,PFTpre_30d_countTempsensitive,PFTpre_30d_countTempunhealthy,PFTpre_30d_avgPM,PFTpre_30d_avgO3,PFTpre_30d_avgNO2,PFTpre_30d_avgTemp,PFTpre_30d_AUCPM,PFTpre_30d_AUCO3,PFTpre_30d_AUCNO2,PFTpre_30d_AUCTemp
2AD5E,C,M,1254,3,6.98,7,1.31560540775567,0.440578213,0.000454673,5.0,1.195,17.93086,0.24998120462680115,17.6213,18.3885,0.19354500000000002,0.004930840023092752,0.18633,0.2032,2.0858300000000005,0.0922027361608947,1.9222,2.2662,0.00375156,0.0015939170145692445,0.0010568,0.0058919,0.00511784,0.00020761076401124609,0.0048674,0.0055003,195.3949322370375,0.07462253691513522,0.008262465803725133,0.06521367139530432,0.08783110313680176,332,255,302,368,566,84,198,5,1007,7,0,0,8.10801873794434,0.0244336211548839,0.00922164525826725,51.7844698023935,29424.0,90.5509999999999,33.7419999999999,186061.6,100,132,154,101,37,3,81,6,40,25,0,6.35458937198068,0.0335246179966044,0.00528042328042328,66.3829032258065,3946.2,19.746,2.994,41157.4,228,397,396,197,1826,299,617,118,1542,15,242,9,11.590810188148,0.0241474358974359,0.0083798561151079,60.5567567567568,90559.0,184.583,64.0639999999999,475007.2,2926,2933,2742,320,5523,470,2321,303,4152,28,1128,32,10.1473188325789,0.0260117066705935,0.00715737525132527,62.1656110420795,275712.8,706.582000000001,195.790000000003,1851105.4,30097,1,14,14,0,9,0,2,0,25,0,0,0,6.62857142857143,0.017,0.00824516129032258,62.0568047337278,1113.6,2.635,1.278,10487.6,8,47,46,0,288,1,62,7,158,2,55,0,12.9994389901823,0.0241824925816023,0.00864888888888888,68.709015256588,9268.6,16.299,5.83799999999999,49539.2
85353,C,F,1167,3,4.64,5,-0.0953484022589009,0.238488317,0.000246118,4.5,23.869559,15.916509999999999,0.19510763667496178,15.7491,16.3854,0.231703,0.00200470031010456,0.22889,0.23445,0.010001199999999998,1.8737959096738014e-06,0.01,0.010006,1e-05,0.0,1e-05,1e-05,0.009052890000000001,0.00022722339203719552,0.0085679,0.0093056,110.46196297535924,1.2329714541516203,0.016828970741906455,1.2072244321066714,1.2558169339905767,332,255,302,368,566,84,198,5,1007,7,0,0,8.10912096996418,0.0244336211548839,0.00922164525826725,51.7844698023935,29428.0,90.5509999999999,33.7419999999999,186061.6,100,132,154,101,52,3,81,6,40,25,0,7.85024154589372,0.0335246179966044,0.00528042328042328,66.3829032258065,4875.0,19.746,2.994,41157.4,228,397,396,197,1825,299,617,118,1542,15,242,9,11.5802508639447,0.0241474358974359,0.0083798561151079,60.5567567567568,90476.5,184.583,64.0639999999999,475007.2,2909,2828,2639,319,4416,458,1991,259,3879,26,886,30,9.70519123505976,0.0257981017433781,0.00712696097753261,61.4358829902492,243600.3,649.622000000004,180.811000000002,1701159.6,28009,1,7,7,0,8,0,0,0,0,0,0,0,6.31904761904762,0.0226111111111111,0.00382716049382716,70.2792899408284,1061.6,3.663,0.62,11877.2,1,30,30,0,260,2,118,10,46,0,118,15,12.4188888888889,0.0302908827785817,0.00580752532561505,76.7353675450763,8941.6,20.931,4.013,55326.2
A9ADA,C,F,1162,3,4.55,5,-0.206835654519689,0.231569235,0.000238978,4.5,9.414635,13.83038,0.5288650107121436,13.3175,15.0248,0.21498299999999998,0.0033619143025630164,0.20862,0.21934,0.009999999999999998,1.828559098217032e-18,0.01,0.01,1.00006e-05,1.897366596100902e-09,1e-05,1.0006e-05,0.00860688,0.0004290861653949395,0.0080906,0.0092977,116.18612087074526,1.3610428988644063,0.022738003466931257,1.3241010251302416,1.4041392407330169,332,255,302,368,553,82,198,5,1007,7,0,0,8.04188481675393,0.0245118726389638,0.00920688712763046,51.8866685221263,29184.0,90.8409999999999,33.6879999999999,186428.8,100,132,154,101,52,3,87,6,35,25,0,7.77133655394525,0.0335891341256367,0.00521340388007055,66.4322580645161,4826.0,19.784,2.956,41188.0,228,397,396,197,1747,298,619,118,1539,15,242,9,11.2096121848202,0.024153453689168,0.00837305428384564,60.5540030596635,87580.7,184.629,64.0119999999999,474985.600000001,2908,2823,2634,319,4331,449,1991,259,3872,26,886,30,9.60769785036628,0.0258029601851115,0.0071389427836073,61.4024809575626,240009.9,646.777000000004,180.294000000002,1692866.4,27889,0,7,7,0,55,0,15,1,3,0,18,0,9.5112426035503,0.027,0.0051604938271605,74.4970414201183,1607.4,4.374,0.836,12590.0,6,35,35,5,276,3,145,10,67,0,143,15,12.8523076923077,0.031832361516035,0.00629591836734694,78.1187150837989,9189.4,21.837,4.319,55933.0
BDD5E,C,F,1165,3,4.66,5,-0.0500907286340491,0.240035128,0.000247714,4.5,1.463748,14.343099999999998,0.2401138479971532,13.7411,14.6078,0.23013999999999996,0.001485679792029376,0.2274,0.23241,0.009999999999999998,1.828559098217032e-18,0.01,0.01,1e-05,0.0,1e-05,1e-05,0.00925515,0.0003505616105305569,0.0086225,0.0098168,108.047951680956,1.297282975158893,0.035689919440636965,1.2486612907967198,1.3449967853604954,331,255,302,368,533,82,209,5,995,7,0,0,7.94214876033058,0.0247606583917971,0.00913664935774798,52.0720289451712,28830.0,91.7629999999999,33.4309999999999,187094.8,100,132,154,101,41,3,83,6,29,26,0,7.18840579710145,0.0339473684210526,0.00473015873015873,67.3845161290323,4464.0,19.995,2.682,41778.4,228,397,396,197,1804,299,621,118,1546,15,241,9,11.4233841034174,0.0241106750392465,0.00839280575539567,60.5244008159103,89250.9,184.302,64.1629999999999,474753.4,2909,2826,2637,319,4413,464,1980,259,3865,26,886,30,9.71060593964554,0.025775850407798,0.00712205812667834,61.4418710657695,243270.1,647.876000000004,180.359000000002,1698376.2,27961,1,7,7,0,7,0,0,0,0,0,0,0,5.15595238095238,0.022320987654321,0.00394444444444445,70.6733727810651,866.2,3.616,0.639,11943.8,1,30,30,0,243,2,114,10,45,0,117,15,11.91,0.0299435600578871,0.00578147612156295,76.7553398058252,8575.2,20.691,3.995,55340.6
67ABF,C,M,1255,3,6.37,6,0.584281846887366,0.383995303,0.00039628,5.0,2.83518,20.42534,1.0892663384131538,19.5095,22.5005,0.15148799999999998,0.014516581936224215,0.13788,0.18315,3.62484,0.44649784172677337,2.7175,4.0629,0.0009532348999999999,0.0011551663635010856,1e-05,0.0034995,0.0039361199999999995,0.0003555219693164779,0.0032703,0.0045753,254.05729500116868,0.09967693697821357,0.025791618614458053,0.07350198830204784,0.15157266152929721,331,255,302,368,524,81,216,5,989,7,0,0,7.88842975206612,0.0248264975715056,0.00911587865537028,52.1511828555525,28635.0,92.0069999999999,33.3549999999999,187379.2,112,143,166,112,37,3,76,6,30,27,0,7.03940886699507,0.0338615916955017,0.00466846846846847,67.624630541872,4287.0,19.572,2.591,41183.4,217,387,385,187,1827,299,627,118,1546,15,240,9,11.5982873210634,0.0241311732427489,0.00838440438871472,60.5359816653935,90745.0,184.7,64.1909999999999,475449.600000001,2928,2932,2741,321,5376,468,2313,303,4166,28,1128,32,9.98433420365535,0.0259865018941484,0.00716165084002932,62.1910134228189,271504.0,706.547000000002,196.086000000003,1853292.2,30121,3,7,7,1,86,0,10,0,35,0,0,0,14.5433734939759,0.0233148148148148,0.00817283950617284,68.8892857142857,2414.2,3.777,1.324,11573.4,10,45,44,1,223,0,56,6,174,2,51,0,11.2517580872011,0.024042899408284,0.00887592319054652,68.68,8000.0,16.253,6.00899999999999,49449.6
78AFE,C,F,1166,3,4.52,5,-0.281305899174898,0.229278068,0.000236613,4.5,2.506036,12.866350000000002,0.2939578437274446,12.4076,13.3906,0.23231700000000002,0.0077301732767699905,0.22072,0.24757,0.0100414,6.449840652639735e-05,0.01,0.010209,1e-05,0.0,1e-05,1e-05,0.00829714,0.0011041474430527835,0.0063095,0.010083,120.52345748052944,1.547612412458974,0.040865693582999955,1.5130270037568008,1.654170150440853,373,296,343,410,513,81,229,5,951,6,0,0,7.87095875139353,0.0252010914051841,0.00896545052515197,52.4599831033512,28241.0,92.3619999999999,32.4369999999998,186285.4,107,137,160,107,45,4,79,13,41,35,0,7.17589576547231,0.0341934931506849,0.00493404634581106,68.9351791530945,4406.0,19.969,2.768,42326.2,181,353,353,150,1787,294,624,111,1543,15,232,9,11.346679389313,0.024057232049948,0.0083634235171696,60.490913699151,89184.9,184.952,64.2979999999999,477333.800000001,2868,2787,2598,278,4415,460,1983,260,3879,26,918,30,9.69075128399092,0.0257638304627353,0.00712372474100927,61.516894647562,243402.6,649.197000000004,180.850000000002,1704448.6,27985,0,7,7,0,28,2,23,1,16,0,32,0,8.32662721893491,0.0282530864197531,0.00608641975308642,77.0852071005917,1407.2,4.577,0.986,13027.4,1,30,30,0,217,3,100,6,44,0,112,10,11.7336111111111,0.0284978292329956,0.00574819102749638,75.9988904299584,8448.2,19.692,3.972,54795.2
985A2,C,M,1244,3,6.7,7,1.04194355877959,0.414282861,0.000427536,5.0,8.9751,17.58387,0.6003872843608722,17.043,18.8535,0.17352199999999998,0.011997818134977706,0.16193,0.20009,2.28474,0.09595816449543695,2.0995,2.4173,0.007403019999999999,0.0035793723291474818,1e-05,0.010765,0.005824879999999999,0.00017606900667383536,0.0055316,0.0061597,171.67735644339456,0.08163024572269142,0.006909411740790632,0.07277203480822934,0.0953329732149995,373,296,343,410,513,81,229,5,951,6,0,0,7.87095875139353,0.0252010914051841,0.00896545052515197,52.4599831033512,28241.0,92.3619999999999,32.4369999999998,186285.4,107,137,160,107,45,4,79,13,41,35,0,7.17589576547231,0.0341934931506849,0.00493404634581106,68.9351791530945,4406.0,19.969,2.768,42326.2,181,353,353,150,1814,298,624,111,1543,15,232,9,11.545165394402,0.024057232049948,0.0083634235171696,60.490913699151,90745.0,184.952,64.2979999999999,477333.800000001,2884,2881,2690,279,5496,470,2290,303,4131,28,1128,32,10.1297890483076,0.0259757562277581,0.00716181396547292,62.1477787544798,273230.8,700.722000000002,194.565000000003,1838207.0,29857,3,18,18,0,17,0,2,0,22,0,0,0,8.75060240963855,0.0185695364238411,0.00803973509933775,59.5218934911243,1452.6,2.804,1.214,10059.2,7,45,44,0,329,1,67,7,159,2,55,0,13.9952380952381,0.0249881656804734,0.00865288035450516,69.0235783633842,9992.6,16.892,5.85799999999999,49766.0
45D75,C,M,1250,3,8.1,8,2.67119672895457,0.551020509,0.000568649,5.0,7.884101,15.629320000000002,0.5742436683731621,14.7989,16.3571,0.15144600000000003,0.011694171577708657,0.13548,0.16598,1.95491,0.16261205674856954,1.7691,2.1678,0.005363129999999999,0.0019294271015280965,0.0018273,0.0071866,0.006753880000000001,0.0007077465613559073,0.0059909,0.007937,148.06303931962069,0.0835093083920668,0.013287893118218952,0.06915447923935375,0.10514935236260517,386,309,356,424,510,81,237,9,950,6,11,0,7.76956643356643,0.0252806681270536,0.00895395284327319,52.7643765903308,27776.2,92.3249999999999,32.2789999999998,186627.6,92,123,146,92,52,4,77,9,34,24,0,7.45310015898251,0.0342909698996655,0.00481739130434783,68.0829888712242,4688.0,20.506,2.77,42824.2,181,353,353,150,1808,298,627,111,1553,15,239,9,11.5307888040712,0.0240368106139438,0.00837109781477626,60.546800152072,90632.0,184.795,64.3569999999999,477774.8,2872,2874,2683,265,5564,470,2292,299,4164,28,1117,32,10.1149544767592,0.0259530357208686,0.00716849696171033,62.1671307506054,274408.6,704.028000000002,195.829000000003,1848601.8,30001,3,7,7,1,81,0,10,0,42,0,0,0,13.1265060240964,0.0237098765432099,0.00887654320987655,68.9,2179.0,3.841,1.438,11575.2,10,46,45,1,268,1,56,6,172,2,46,0,13.1912798874824,0.0239718518518518,0.008896449704142,68.475,9379.0,16.181,6.01399999999999,49302.0
81E85,C,M,1254,3,5.8,6,-0.0876138712471104,0.333528191,0.000344198,4.0,4.526647,26.385089999999998,0.40917924474896566,25.6163,27.1626,0.23956499999999997,0.008483927615071793,0.22831,0.25916,2.85485,0.18565448942711946,2.6979,3.3404,0.004029265,0.002212980962800328,1.006e-05,0.0064035,0.0066309,0.00043714965909222027,0.0058376,0.0074454,150.80909077199172,0.09888704838281245,0.009788128898816223,0.08782940180472451,0.11786018892253051,386,302,349,424,497,80,250,11,932,6,25,0,7.83188811188811,0.0256223011751844,0.00884330011074193,53.2300254452926,27999.0,93.7519999999999,31.9419999999999,188274.6,92,123,146,92,63,4,79,12,36,15,0,7.82193958664547,0.0351137123745819,0.00494782608695653,67.785373608903,4920.0,20.998,2.845,42637.0,181,353,353,150,1795,298,628,109,1553,15,242,9,11.5048982188295,0.0240117065556712,0.00836121227887616,60.5600304143962,90428.5,184.602,64.2809999999999,477879.2,2873,2885,2694,265,5529,462,2284,297,4194,28,1103,32,10.0272663826036,0.0259172056445686,0.00718348356019424,62.1496983105391,272982.3,705.259000000001,196.849000000003,1854049.8,30097,1,14,14,0,74,0,5,0,36,0,0,0,11.6642857142857,0.0210387096774194,0.00943225806451613,64.4852071005917,1959.6,3.261,1.462,10898.0,11,53,52,1,205,0,35,1,139,1,12,0,10.3614084507042,0.0228892215568862,0.00858146487294468,65.765,7356.6,15.29,5.74099999999999,47350.8
5AA83,C,M,1233,3,6.97,7,1.42825513784116,0.439629797,0.000453694,5.0,2.292732,17.91464,1.5904885812576939,16.2672,20.0306,0.149399,0.02593629265463102,0.12488,0.19149,2.9515599999999997,0.5466278852097549,1.8436,3.5091,0.0047838888,0.0042208576384616114,1.0025e-05,0.0099282,0.004302970000000001,0.00043617252970202814,0.0036938,0.0049019,232.39762303711154,0.12429892126132203,0.02460108038511667,0.08441365642838555,0.1546358870047835,386,302,349,424,497,80,250,11,932,6,25,0,7.83188811188811,0.0256223011751844,0.00884330011074193,53.2300254452926,27999.0,93.7519999999999,31.9419999999999,188274.6,92,123,146,92,63,4,79,12,36,15,0,7.82193958664547,0.0351137123745819,0.00494782608695653,67.785373608903,4920.0,20.998,2.845,42637.0,181,353,353,150,1795,298,628,109,1553,15,242,9,11.5048982188295,0.0240117065556712,0.00836121227887616,60.5600304143962,90428.5,184.602,64.2809999999999,477879.2,2869,2850,2659,264,5466,456,2267,297,4094,28,1103,32,10.1368919323455,0.0260049732640318,0.00715601098982708,62.1053360155478,270898.3,695.451000000002,192.740000000003,1821487.4,29593,7,16,15,0,39,1,13,1,25,0,12,0,10.320987654321,0.0293660130718954,0.00740259740259741,67.5100591715976,1672.0,4.493,1.14,11409.2,7,39,38,0,392,2,100,9,160,2,87,2,15.015406162465,0.027649560117302,0.00862957540263542,72.493758668516,10721.0,18.857,5.89399999999999,52268.0
C7266,C,M,1219,3,5.32,5,-0.450845902407964,0.292915063,0.000302286,4.5,21.068458,23.35051,0.5784547201140489,22.5281,24.0138,0.21628700000000003,0.007044749108378522,0.20645,0.22371,4.51567,0.4627630760503215,4.0599,5.1637,1.1200499999999999e-05,2.3178069256183625e-06,1e-05,1.7328e-05,0.0038575700000000003,0.0003478689186397018,0.0033755,0.0043218,259.2305518759219,0.13076679218173132,0.009871109709776331,0.11304677879501855,0.14543078222253086,386,302,349,424,497,80,250,11,932,6,25,0,7.82987412587413,0.0256223011751844,0.00884330011074193,53.2300254452926,27991.8,93.7519999999999,31.9419999999999,188274.6,92,123,146,92,32,1,79,12,36,15,0,4.71096979332273,0.0351137123745819,0.00494782608695653,67.785373608903,2963.2,20.998,2.845,42637.0,181,353,353,150,1801,298,628,109,1553,15,242,9,11.5263358778626,0.0240117065556712,0.00836121227887616,60.5600304143962,90597.0,184.602,64.2809999999999,477879.2,2862,2827,2637,264,5198,466,2232,291,4012,27,1070,32,10.0021670770979,0.0259968596292093,0.0071381667918859,62.0066636774394,264007.2,687.097000000002,190.018000000003,1797759.2,29257,0,7,7,0,0,0,18,0,44,1,18,0,3.44497041420118,0.0247283950617284,0.00933950617283951,72.1751479289941,582.2,4.006,1.513,12197.6,2,30,30,0,338,1,149,12,117,1,116,2,12.8984700973574,0.0299131693198263,0.00823444283646888,74.0016643550624,9274.0,20.67,5.68999999999999,53355.2
D6AF5,C,M,1211,3,6.76,7,1.30900163558119,0.4198719,0.000433304,5.0,5.063,12.77819,4.014524595474122,2.1721,15.499,0.14373940000000002,0.022223416860000025,0.096344,0.1683,4.32522,3.577188538130655,1.6809,14.2353,0.0056544682,0.017815781839750612,1e-05,0.056359,0.0029569859999999996,0.0014746353858436402,0.00013151,0.0042934,338.18218956735006,0.8675172337067819,0.4989464840909483,0.6038109144831348,1.9402732534946587,126,174,173,126,1045,92,71,0,902,4,0,0,11.1577574967405,0.0197876947451809,0.00887407602956702,51.8854237288135,42790.0,74.9359999999999,33.6149999999999,198980.6,4,32,32,1,14,0,51,5,63,13,0,6.23012552301255,0.0292728592162554,0.00597532656023222,58.71,4467.0,20.169,4.117,42271.2,450,378,366,6,1330,117,549,96,1284,6,284,3,9.31339744434198,0.0238173039279656,0.00742957654723125,60.2336776602364,70698.0,182.512,57.0219999999998,483977.6,2819,2988,2706,37,5114,375,2110,211,3847,26,1032,26,9.83791815895756,0.0266802162825478,0.00689745437990833,61.2747416287722,258206.0,695.74,181.810000000004,1778683.2,29065,0,14,14,0,0,0,29,1,4,0,7,0,5.81065088757397,0.0309741935483871,0.00625161290322581,70.8011834319527,982.0,4.801,0.969000000000001,11965.4,35,126,60,0,93,2,112,19,43,0,75,3,9.3935860058309,0.0314436974789916,0.00620726172465961,71.8920943134536,6444.0,18.709,4.103,51834.2
89525,C,M,1221,3,4.86,5,-1.00972467495633,0.255685976,0.000263866,5.0,2.642256,13.841799999999997,0.18880371347572122,13.5179,14.0473,0.147436,0.00215261185023631,0.14351,0.15132,7.15796,0.23969637368044508,6.7647,7.5711,1e-05,0.0,1e-05,1e-05,0.00217067,2.3949486192586415e-05,0.0021342,0.0022168,460.68725324439,0.7429667672510993,0.015197153984408521,0.7263184326685446,0.7779934801431756,126,174,173,126,1045,92,71,0,902,4,0,0,11.1577574967405,0.0197876947451809,0.00887407602956702,51.8854237288135,42790.0,74.9359999999999,33.6149999999999,198980.6,4,32,32,1,14,0,51,5,63,13,0,6.23012552301255,0.0292728592162554,0.00597532656023222,58.71,4467.0,20.169,4.117,42271.2,450,378,366,6,1328,117,549,96,1284,6,284,3,9.29679884073245,0.0238173039279656,0.00742957654723125,60.2336776602364,70572.0,182.512,57.0219999999998,483977.6,2820,3006,2724,37,3151,167,2155,219,3868,26,1078,26,7.11518973003586,0.0267033727518157,0.00690177194236499,61.3749692496925,188445.8,702.272,183.456000000004,1796322.6,29305,1,12,12,0,0,0,24,4,13,0,26,0,1.14761904761905,0.0276433121019108,0.0070891719745223,72.5159763313609,192.8,4.34,1.113,12255.2,2,58,58,0,0,0,125,21,47,0,94,3,1.65785813630042,0.03084012066365,0.00657013574660633,72.2016643550624,1192.0,20.447,4.356,52057.4
5E107,C,M,1239,3,6.62,7,0.9764627671222,0.406869912,0.000419886,4.5,2.952512,19.337899999999998,1.2357259656664266,18.0598,21.7799,0.132996,0.01531548831158257,0.11827,0.16175,6.22683,0.6693933456662251,4.9235,7.0021,1.00738e-05,1.2745177737307376e-07,1e-05,1.036e-05,0.004526959999999999,0.0005896330293778778,0.0036132,0.0051749,220.89879300899503,0.4769368291573242,0.01869197378687415,0.44213870119749554,0.5088276418415673,111,174,173,124,1038,91,71,0,895,4,0,0,11.1041558441558,0.0198494850805387,0.00884371700105593,51.8112587959343,42751.0,75.1699999999999,33.4999999999999,198799.8,3,32,32,1,14,0,59,5,58,13,0,6.1991643454039,0.0293454281567489,0.00579970972423803,59.1025,4451.0,20.219,3.996,42553.8,451,378,382,6,1217,101,541,96,1284,6,284,3,8.53923583662714,0.0238076471355866,0.00743230186708445,60.2114996888612,64812.8,182.438,56.9239999999998,483799.4,2819,3024,2742,37,4854,355,2234,227,3904,26,1147,29,9.08129132922208,0.0267705611500018,0.00690916836451209,61.5656363636364,244450.2,715.121999999999,186.513000000004,1828499.4,29737,0,7,7,0,0,0,16,0,12,0,9,0,1.4792899408284,0.0279691358024691,0.00669753086419753,68.7349112426036,250.0,4.531,1.085,11616.2,1,39,39,0,0,0,132,17,64,0,122,3,1.53944444444444,0.0307697947214076,0.00743841642228738,73.5547850208044,1108.4,20.985,5.073,53033.0
E3698,C,F,1203,3,4.47,4,-0.60512957821084,0.22547644,0.00023269,4.0,1.946443,25.611800000000006,1.1415849167811492,24.6537,27.9902,0.20796300000000004,0.011444006728414656,0.19678,0.22418,8.9103,0.9027326391450446,7.2645,9.7757,1.00245e-05,5.49469441067168e-08,1e-05,1.0179e-05,0.0020541500000000002,5.130809444479063e-05,0.0019733,0.0021688,486.81936567436645,0.6943890861690456,0.05118333718881202,0.6579744330347769,0.8202279220255398,111,174,173,124,1038,91,71,0,895,4,0,0,11.1041558441558,0.0198494850805387,0.00884371700105593,51.8112587959343,42751.0,75.1699999999999,33.4999999999999,198799.8,3,32,32,1,14,0,59,5,58,13,0,6.1991643454039,0.0293454281567489,0.00579970972423803,59.1025,4451.0,20.219,3.996,42553.8,451,378,382,6,1330,117,541,96,1284,6,284,3,9.28521739130435,0.0238076471355866,0.00743230186708445,60.2114996888612,70474.8,182.438,56.9239999999998,483799.4,2818,2973,2691,37,5108,374,2081,210,3838,26,1025,26,9.81426981385531,0.0266500772200772,0.00689932014361025,61.2252184769038,255710.8,690.237,180.638000000004,1765490.4,28873,1,14,14,0,0,0,25,0,9,0,21,0,5.12857142857143,0.0301806451612903,0.0059483870967742,72.3988165680474,861.6,4.678,0.922,12235.4,71,125,59,0,100,4,86,18,47,0,68,3,9.48246153846154,0.03,0.00588066465256798,71.0832177531207,6163.6,17.88,3.893,51251.0
4915D,C,F,1182,3,5.02,5,0.415609483062896,0.268442756,0.000277031,4.5,3.327,16.240569999999998,0.7367546117187791,15.4212,17.3801,0.160723,0.007502691443001569,0.15144,0.17125,6.89833,0.6425066779592427,5.9685,7.805,1.00002e-05,6.324555320334555e-10,1e-05,1.0002e-05,0.0029606399999999996,5.7735146237894903e-05,0.0028775,0.0030689,337.76480760916564,1.3414260876086317,0.025347420909689618,1.3058767159412281,1.3883434963448988,111,174,173,124,1038,91,71,0,895,4,0,0,11.1033246753247,0.0198494850805387,0.00884371700105593,51.8112587959343,42747.8,75.1699999999999,33.4999999999999,198799.8,3,32,32,1,14,0,59,5,58,13,0,5.45821727019499,0.0293454281567489,0.00579970972423803,59.1025,3919.0,20.219,3.996,42553.8,451,378,382,6,1311,117,541,96,1284,6,284,3,8.87193675889328,0.0238076471355866,0.00743230186708445,60.2114996888612,67338.0,182.438,56.9239999999998,483799.4,2817,2865,2649,37,5002,373,1998,192,3799,26,957,23,9.69856762680025,0.0265566185696362,0.00690952566096437,61.0278907242693,247817.8,677.3,177.713000000004,1729042.2,28369,70,14,14,0,7,2,3,0,8,0,0,0,7.00808080808081,0.0234387096774194,0.00534193548387097,69.9491124260355,693.8,3.633,0.828,11821.4,71,38,38,0,54,2,48,2,30,0,50,0,7.22892307692308,0.0302532942898975,0.00493265007320645,70.1994452149792,4698.8,20.663,3.369,50613.8
30867,C,F,1188,3,4.28,4,-0.81123051423725,0.211225847,0.000217983,4.5,18.672,15.62369,1.2156159092319325,13.9667,17.8525,0.168599,0.009242554300624905,0.15669,0.18624,7.62729,0.8306592060258862,6.337,8.8067,1.00898e-05,1.680679756659322e-07,1e-05,1.0515e-05,0.0026921600000000003,5.617180391936473e-05,0.0026113,0.0027621,371.44894805657907,1.5039956294686927,0.04313121417078754,1.4758827328496578,1.617566441412178,111,174,173,124,1038,91,71,0,895,4,0,0,11.1041558441558,0.0198494850805387,0.00884371700105593,51.8112587959343,42751.0,75.1699999999999,33.4999999999999,198799.8,3,32,32,1,14,0,59,5,58,13,0,6.1991643454039,0.0293454281567489,0.00579970972423803,59.1025,4451.0,20.219,3.996,42553.8,451,378,382,6,1330,117,541,96,1284,6,284,3,9.30777338603426,0.0238076471355866,0.00743230186708445,60.2114996888612,70646.0,182.438,56.9239999999998,483799.4,2817,2943,2661,37,5040,373,2015,192,3804,26,972,23,9.83187266500623,0.0265729761439187,0.00690383722729396,61.0845132743363,252639.8,679.471,178.478000000004,1739442.6,28513,10,80,14,0,19,0,17,0,5,0,15,0,6.39496855345912,0.030561797752809,0.00584516129032258,72.0686390532544,1016.8,2.72,0.906000000000001,12179.6,71,110,44,0,73,2,58,2,26,0,65,0,7.61815384615385,0.0300049099836334,0.00513884785819794,71.4851595006935,4951.8,18.333,3.479,51540.8
